number,pose_id,role,changed_joints,changed_contact,silhouette_change,generated_from_single_warp,identity_result,approval
035,S4,衝突または結合,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
035,S5,反動または分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
036,S1,完成状態（第1フレーム）,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
036,S2,部品出現・分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
036,S3,接近,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
036,S4,衝突または結合,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
036,S5,反動または分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
037,S1,完成状態（第1フレーム）,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
037,S2,部品出現・分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
037,S3,接近,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
037,S4,衝突または結合,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
037,S5,反動または分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
038,S1,完成状態（第1フレーム）,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
038,S2,部品出現・分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
038,S3,接近,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
038,S4,衝突または結合,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
038,S5,反動または分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
039,S1,完成状態（第1フレーム）,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
039,S2,部品出現・分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
039,S3,接近,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
039,S4,衝突または結合,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
039,S5,反動または分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
040,S1,完成状態（第1フレーム）,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
040,S2,部品出現・分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
040,S3,接近,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
040,S4,衝突または結合,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
040,S5,反動または分散,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,pending
